C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_04_971.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_04_971.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_04_971.jpg, 0, 0, 0, 7.916182E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_104.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_104.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_104.jpg, 0, 0, 0, 7.764043E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_203.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_203.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_203.jpg, 0, 0, 0, 8.03805E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_304.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_304.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_304.jpg, 0, 0, 0, 7.813259E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_405.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_405.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_405.jpg, 0, 0, 0, 7.806202E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_509.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_509.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_509.jpg, 0, 0, 0, 7.812179E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_609.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_609.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_609.jpg, 0, 0, 0, 8.56557E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_711.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_711.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_711.jpg, 0, 0, 0, 7.777399E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_815.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_815.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_815.jpg, 0, 0, 0, 7.839648E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_05_921.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_05_921.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_05_921.jpg, 0, 0, 0, 8.193384E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_06_023.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_06_023.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_06_023.jpg, 0, 0, 0, 7.908778E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_06_126.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_06_126.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_06_126.jpg, 0, 0, 0, 7.838996E-05
C:\Users\Asus\Desktop\Data\IMG\center_2022_11_24_14_41_06_228.jpg, C:\Users\Asus\Desktop\Data\IMG\left_2022_11_24_14_41_06_228.jpg, C:\Users\Asus\Desktop\Data\IMG\right_2022_11_24_14_41_06_228.jpg, 0, 0, 0, 7.850241E-05
